number,position,Q1,Q2,Q3,positionText,points,grid,laps,status,year,gpName,gpNumber,sessionName,driverId,code,DriverNationality,constructorId,constructorNationality,fastestLapNumber,fastestLapRank,fastestLapAvgSpeed,fastestLapTime,totalTime,TimeInterval
2,18,,,,,,,,,2018,Chinese Grand Prix,3,Practice 1,vandoorne,VAN,Belgian,mclaren,British,13.0,18,,0 days 00:01:36.756000,,
9,19,,,,,,,,,2018,Chinese Grand Prix,3,Practice 1,ericsson,ERI,Swedish,sauber,Swiss,13.0,19,,0 days 00:01:36.909000,,
18,20,,,,,,,,,2018,Chinese Grand Prix,3,Practice 1,stroll,STR,Canadian,williams,British,15.0,20,,0 days 00:01:37.277000,,
44,1,,,,,,,,,2018,Chinese Grand Prix,3,Practice 2,hamilton,HAM,British,mercedes,German,7.0,1,,0 days 00:01:33.482000,,
7,2,,,,,,,,,2018,Chinese Grand Prix,3,Practice 2,raikkonen,RAI,Finnish,ferrari,Italian,10.0,2,,0 days 00:01:33.489000,,
77,3,,,,,,,,,2018,Chinese Grand Prix,3,Practice 2,bottas,BOT,Finnish,mercedes,German,7.0,3,,0 days 00:01:33.515000,,
5,4,,,,,,,,,2018,Chinese Grand Prix,3,Practice 2,vettel,VET,German,ferrari,Italian,8.0,4,,0 days 00:01:33.590000,,
33,5,,,,,,,,,2018,Chinese Grand Prix,3,Practice 2,max_verstappen,VER,Dutch,red_bull,Austrian,7.0,5,,0 days 00:01:33.823000,,
27,6,,,,,,,,,2018,Chinese Grand Prix,3,Practice 2,hulkenberg,HUL,German,renault,French,7.0,6,,0 days 00:01:34.313000,,
20,7,,,,,,,,,2018,Chinese Grand Prix,3,Practice 2,kevin_magnussen,MAG,Danish,haas,American,11.0,7,,0 days 00:01:34.458000,,
55,8,,,,,,,,,2018,Chinese Grand Prix,3,Practice 2,sainz,SAI,Spanish,renault,French,9.0,8,,0 days 00:01:34.473000,,
3,9,,,,,,,,,2018,Chinese Grand Prix,3,Practice 2,ricciardo,RIC,Australian,red_bull,Austrian,9.0,9,,0 days 00:01:34.557000,,
14,10,,,,,,,,,2018,Chinese Grand Prix,3,Practice 2,alonso,ALO,Spanish,mclaren,British,8.0,10,,0 days 00:01:34.632000,,
11,11,,,,,,,,,2018,Chinese Grand Prix,3,Practice 2,perez,PER,Mexican,force_india,Indian,7.0,11,,0 days 00:01:34.792000,,
10,12,,,,,,,,,2018,Chinese Grand Prix,3,Practice 2,gasly,GAS,French,toro_rosso,Italian,9.0,12,,0 days 00:01:34.849000,,
31,13,,,,,,,,,2018,Chinese Grand Prix,3,Practice 2,ocon,OCO,French,force_india,Indian,8.0,13,,0 days 00:01:34.874000,,
2,14,,,,,,,,,2018,Chinese Grand Prix,3,Practice 2,vandoorne,VAN,Belgian,mclaren,British,7.0,14,,0 days 00:01:35.163000,,
28,15,,,,,,,,,2018,Chinese Grand Prix,3,Practice 2,brendon_hartley,HAR,New Zealander,toro_rosso,Italian,9.0,15,,0 days 00:01:35.333000,,
35,16,,,,,,,,,2018,Chinese Grand Prix,3,Practice 2,sirotkin,SIR,Russian,williams,British,9.0,16,,0 days 00:01:35.340000,,
9,17,,,,,,,,,2018,Chinese Grand Prix,3,Practice 2,ericsson,ERI,Swedish,sauber,Swiss,11.0,17,,0 days 00:01:35.624000,,
16,18,,,,,,,,,2018,Chinese Grand Prix,3,Practice 2,leclerc,LEC,Monegasque,sauber,Swiss,11.0,18,,0 days 00:01:35.916000,,
8,19,,,,,,,,,2018,Chinese Grand Prix,3,Practice 2,grosjean,GRO,French,haas,American,6.0,19,,0 days 00:01:36.471000,,
18,20,,,,,,,,,2018,Chinese Grand Prix,3,Practice 2,stroll,STR,Canadian,williams,British,5.0,20,,0 days 00:01:37.147000,,
5,1,,,,,,,,,2018,Chinese Grand Prix,3,Practice 3,vettel,VET,German,ferrari,Italian,8.0,1,,0 days 00:01:33.018000,,
7,2,,,,,,,,,2018,Chinese Grand Prix,3,Practice 3,raikkonen,RAI,Finnish,ferrari,Italian,9.0,2,,0 days 00:01:33.469000,,
77,3,,,,,,,,,2018,Chinese Grand Prix,3,Practice 3,bottas,BOT,Finnish,mercedes,German,13.0,3,,0 days 00:01:33.761000,,
33,4,,,,,,,,,2018,Chinese Grand Prix,3,Practice 3,max_verstappen,VER,Dutch,red_bull,Austrian,9.0,4,,0 days 00:01:33.969000,,
44,5,,,,,,,,,2018,Chinese Grand Prix,3,Practice 3,hamilton,HAM,British,mercedes,German,10.0,5,,0 days 00:01:34.057000,,
20,6,,,,,,,,,2018,Chinese Grand Prix,3,Practice 3,kevin_magnussen,MAG,Danish,haas,American,21.0,6,,0 days 00:01:34.329000,,
11,7,,,,,,,,,2018,Chinese Grand Prix,3,Practice 3,perez,PER,Mexican,force_india,Indian,10.0,7,,0 days 00:01:34.445000,,
31,8,,,,,,,,,2018,Chinese Grand Prix,3,Practice 3,ocon,OCO,French,force_india,Indian,11.0,8,,0 days 00:01:34.456000,,
55,9,,,,,,,,,2018,Chinese Grand Prix,3,Practice 3,sainz,SAI,Spanish,renault,French,10.0,9,,0 days 00:01:34.582000,,
35,10,,,,,,,,,2018,Chinese Grand Prix,3,Practice 3,sirotkin,SIR,Russian,williams,British,10.0,10,,0 days 00:01:34.741000,,
27,11,,,,,,,,,2018,Chinese Grand Prix,3,Practice 3,hulkenberg,HUL,German,renault,French,8.0,11,,0 days 00:01:34.841000,,
14,12,,,,,,,,,2018,Chinese Grand Prix,3,Practice 3,alonso,ALO,Spanish,mclaren,British,12.0,12,,0 days 00:01:34.851000,,
2,13,,,,,,,,,2018,Chinese Grand Prix,3,Practice 3,vandoorne,VAN,Belgian,mclaren,British,13.0,13,,0 days 00:01:34.977000,,
28,14,,,,,,,,,2018,Chinese Grand Prix,3,Practice 3,brendon_hartley,HAR,New Zealander,toro_rosso,Italian,16.0,14,,0 days 00:01:34.991000,,
3,15,,,,,,,,,2018,Chinese Grand Prix,3,Practice 3,ricciardo,RIC,Australian,red_bull,Austrian,2.0,15,,0 days 00:01:35.061000,,
10,16,,,,,,,,,2018,Chinese Grand Prix,3,Practice 3,gasly,GAS,French,toro_rosso,Italian,13.0,16,,0 days 00:01:35.079000,,
18,17,,,,,,,,,2018,Chinese Grand Prix,3,Practice 3,stroll,STR,Canadian,williams,British,13.0,17,,0 days 00:01:35.375000,,
16,18,,,,,,,,,2018,Chinese Grand Prix,3,Practice 3,leclerc,LEC,Monegasque,sauber,Swiss,10.0,18,,0 days 00:01:35.497000,,
9,19,,,,,,,,,2018,Chinese Grand Prix,3,Practice 3,ericsson,ERI,Swedish,sauber,Swiss,10.0,19,,0 days 00:01:35.679000,,
8,20,,,,,,,,,2018,Chinese Grand Prix,3,Practice 3,grosjean,GRO,French,haas,American,3.0,20,,0 days 00:01:35.756000,,
5,1,1:32.171,1:32.385,1:31.095,,,,,,2018,Chinese Grand Prix,3,Qualifying,vettel,VET,German,ferrari,Italian,,,,1:31.095,,
7,2,1:32.474,1:32.286,1:31.182,,,,,,2018,Chinese Grand Prix,3,Qualifying,raikkonen,RAI,Finnish,ferrari,Italian,,,,1:31.182,,
77,3,1:32.921,1:32.063,1:31.625,,,,,,2018,Chinese Grand Prix,3,Qualifying,bottas,BOT,Finnish,mercedes,German,,,,1:31.625,,
44,4,1:33.283,1:31.914,1:31.675,,,,,,2018,Chinese Grand Prix,3,Qualifying,hamilton,HAM,British,mercedes,German,,,,1:31.675,,
33,5,1:32.932,1:32.809,1:31.796,,,,,,2018,Chinese Grand Prix,3,Qualifying,max_verstappen,VER,Dutch,red_bull,Austrian,,,,1:31.796,,
3,6,1:33.877,1:32.688,1:31.948,,,,,,2018,Chinese Grand Prix,3,Qualifying,ricciardo,RIC,Australian,red_bull,Austrian,,,,1:31.948,,
27,7,1:33.545,1:32.494,1:32.532,,,,,,2018,Chinese Grand Prix,3,Qualifying,hulkenberg,HUL,German,renault,French,,,,1:32.532,,
11,8,1:33.464,1:32.931,1:32.758,,,,,,2018,Chinese Grand Prix,3,Qualifying,perez,PER,Mexican,force_india,Indian,,,,1:32.758,,
55,9,1:33.315,1:32.970,1:32.819,,,,,,2018,Chinese Grand Prix,3,Qualifying,sainz,SAI,Spanish,renault,French,,,,1:32.819,,
8,10,1:33.238,1:32.524,1:32.855,,,,,,2018,Chinese Grand Prix,3,Qualifying,grosjean,GRO,French,haas,American,,,,1:32.855,,
20,11,1:33.359,1:32.986,,,,,,,2018,Chinese Grand Prix,3,Qualifying,kevin_magnussen,MAG,Danish,haas,American,,,,1:32.986,,
31,12,1:33.585,1:33.057,,,,,,,2018,Chinese Grand Prix,3,Qualifying,ocon,OCO,French,force_india,Indian,,,,1:33.057,,
14,13,1:33.428,1:33.232,,,,,,,2018,Chinese Grand Prix,3,Qualifying,alonso,ALO,Spanish,mclaren,British,,,,1:33.232,,
2,14,1:33.824,1:33.505,,,,,,,2018,Chinese Grand Prix,3,Qualifying,vandoorne,VAN,Belgian,mclaren,British,,,,1:33.505,,
28,15,1:34.013,1:33.795,,,,,,,2018,Chinese Grand Prix,3,Qualifying,brendon_hartley,HAR,New Zealander,toro_rosso,Italian,,,,1:33.795,,
35,16,1:34.062,,,,,,,,2018,Chinese Grand Prix,3,Qualifying,sirotkin,SIR,Russian,williams,British,,,,1:34.062,,
10,17,1:34.101,,,,,,,,2018,Chinese Grand Prix,3,Qualifying,gasly,GAS,French,toro_rosso,Italian,,,,1:34.101,,
18,18,1:34.285,,,,,,,,2018,Chinese Grand Prix,3,Qualifying,stroll,STR,Canadian,williams,British,,,,1:34.285,,
16,19,1:34.454,,,,,,,,2018,Chinese Grand Prix,3,Qualifying,leclerc,LEC,Monegasque,sauber,Swiss,,,,1:34.454,,
9,20,1:34.914,,,,,,,,2018,Chinese Grand Prix,3,Qualifying,ericsson,ERI,Swedish,sauber,Swiss,,,,1:34.914,,
3,1,,,,1,25,6,56,Finished,2018,Chinese Grand Prix,3,Race,ricciardo,RIC,Australian,red_bull,Austrian,55,1,204.871,1:35.785,5736380,1:35:36.380
77,2,,,,2,18,3,56,Finished,2018,Chinese Grand Prix,3,Race,bottas,BOT,Finnish,mercedes,German,50,6,202.332,1:36.987,5745274,+8.894
7,3,,,,3,15,2,56,Finished,2018,Chinese Grand Prix,3,Race,raikkonen,RAI,Finnish,ferrari,Italian,48,3,203.446,1:36.456,5746017,+9.637
44,4,,,,4,12,4,56,Finished,2018,Chinese Grand Prix,3,Race,hamilton,HAM,British,mercedes,German,20,4,202.559,1:36.878,5753365,+16.985
33,5,,,,5,10,5,56,Finished,2018,Chinese Grand Prix,3,Race,max_verstappen,VER,Dutch,red_bull,Austrian,50,2,203.974,1:36.206,5756816,+20.436
27,6,,,,6,8,7,56,Finished,2018,Chinese Grand Prix,3,Race,hulkenberg,HUL,German,renault,French,56,5,202.553,1:36.881,5757432,+21.052
14,7,,,,7,6,13,56,Finished,2018,Chinese Grand Prix,3,Race,alonso,ALO,Spanish,mclaren,British,56,7,201.818,1:37.234,5767019,+30.639
5,8,,,,8,4,1,56,Finished,2018,Chinese Grand Prix,3,Race,vettel,VET,German,ferrari,Italian,24,9,201.311,1:37.479,5771666,+35.286
55,9,,,,9,2,9,56,Finished,2018,Chinese Grand Prix,3,Race,sainz,SAI,Spanish,renault,French,54,11,200.744,1:37.754,5772143,+35.763
20,10,,,,10,1,11,56,Finished,2018,Chinese Grand Prix,3,Race,kevin_magnussen,MAG,Danish,haas,American,54,14,199.930,1:38.152,5775974,+39.594
31,11,,,,11,0,12,56,Finished,2018,Chinese Grand Prix,3,Race,ocon,OCO,French,force_india,Indian,47,12,200.271,1:37.985,5780430,+44.050
11,12,,,,12,0,8,56,Finished,2018,Chinese Grand Prix,3,Race,perez,PER,Mexican,force_india,Indian,54,10,200.911,1:37.673,5781105,+44.725
2,13,,,,13,0,14,56,Finished,2018,Chinese Grand Prix,3,Race,vandoorne,VAN,Belgian,mclaren,British,54,13,199.961,1:38.137,5785753,+49.373
18,14,,,,14,0,18,56,Finished,2018,Chinese Grand Prix,3,Race,stroll,STR,Canadian,williams,British,54,17,199.224,1:38.500,5791870,+55.490
35,15,,,,15,0,16,56,Finished,2018,Chinese Grand Prix,3,Race,sirotkin,SIR,Russian,williams,British,47,18,198.973,1:38.624,5794621,+58.241
9,16,,,,16,0,20,56,Finished,2018,Chinese Grand Prix,3,Race,ericsson,ERI,Swedish,sauber,Swiss,52,16,199.455,1:38.386,5798984,+1:02.604
8,17,,,,17,0,10,56,Finished,2018,Chinese Grand Prix,3,Race,grosjean,GRO,French,haas,American,51,8,201.453,1:37.410,5801676,+1:05.296
10,18,,,,18,0,17,56,Finished,2018,Chinese Grand Prix,3,Race,gasly,GAS,French,toro_rosso,Italian,54,15,199.493,1:38.367,5802710,+1:06.330
16,19,,,,19,0,19,56,Finished,2018,Chinese Grand Prix,3,Race,leclerc,LEC,Monegasque,sauber,Swiss,23,19,198.603,1:38.808,5818955,+1:22.575
28,20,,,,20,0,15,51,Collision damage,2018,Chinese Grand Prix,3,Race,brendon_hartley,HAR,New Zealander,toro_rosso,Italian,50,20,197.468,1:39.376,,
77,1,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 1,bottas,BOT,Finnish,mercedes,German,16.0,1,,0 days 00:01:44.242000,,
3,2,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 1,ricciardo,RIC,Australian,red_bull,Austrian,17.0,2,,0 days 00:01:44.277000,,
11,3,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 1,perez,PER,Mexican,force_india,Indian,25.0,3,,0 days 00:01:45.075000,,
44,4,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 1,hamilton,HAM,British,mercedes,German,15.0,4,,0 days 00:01:45.200000,,
31,5,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 1,ocon,OCO,French,force_india,Indian,21.0,5,,0 days 00:01:45.237000,,
33,6,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 1,max_verstappen,VER,Dutch,red_bull,Austrian,9.0,6,,0 days 00:01:45.559000,,
14,7,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 1,alonso,ALO,Spanish,mclaren,British,16.0,7,,0 days 00:01:46.465000,,
35,8,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 1,sirotkin,SIR,Russian,williams,British,17.0,8,,0 days 00:01:46.480000,,
10,9,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 1,gasly,GAS,French,toro_rosso,Italian,17.0,9,,0 days 00:01:46.492000,,
5,10,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 1,vettel,VET,German,ferrari,Italian,14.0,10,,0 days 00:01:46.513000,,
18,11,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 1,stroll,STR,Canadian,williams,British,18.0,11,,0 days 00:01:46.590000,,
28,12,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 1,brendon_hartley,HAR,New Zealander,toro_rosso,Italian,25.0,12,,0 days 00:01:46.747000,,
27,13,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 1,hulkenberg,HUL,German,renault,French,9.0,13,,0 days 00:01:46.749000,,
8,14,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 1,grosjean,GRO,French,haas,American,22.0,14,,0 days 00:01:46.856000,,
7,15,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 1,raikkonen,RAI,Finnish,ferrari,Italian,9.0,15,,0 days 00:01:46.861000,,
16,16,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 1,leclerc,LEC,Monegasque,sauber,Swiss,13.0,16,,0 days 00:01:46.875000,,
9,17,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 1,ericsson,ERI,Swedish,sauber,Swiss,15.0,17,,0 days 00:01:47.073000,,
20,18,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 1,kevin_magnussen,MAG,Danish,haas,American,8.0,18,,0 days 00:01:47.434000,,
2,19,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 1,vandoorne,VAN,Belgian,mclaren,British,11.0,19,,0 days 00:01:47.967000,,
55,20,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 1,sainz,SAI,Spanish,renault,French,5.0,20,,0 days 00:01:48.741000,,
3,1,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 2,ricciardo,RIC,Australian,red_bull,Austrian,16.0,1,,0 days 00:01:42.795000,,
7,2,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 2,raikkonen,RAI,Finnish,ferrari,Italian,12.0,2,,0 days 00:01:42.864000,,
33,3,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 2,max_verstappen,VER,Dutch,red_bull,Austrian,10.0,3,,0 days 00:01:42.911000,,
77,4,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 2,bottas,BOT,Finnish,mercedes,German,9.0,4,,0 days 00:01:43.570000,,
44,5,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 2,hamilton,HAM,British,mercedes,German,9.0,5,,0 days 00:01:43.603000,,
14,6,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 2,alonso,ALO,Spanish,mclaren,British,14.0,6,,0 days 00:01:43.700000,,
31,7,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 2,ocon,OCO,French,force_india,Indian,13.0,7,,0 days 00:01:43.814000,,
55,8,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 2,sainz,SAI,Spanish,renault,French,13.0,8,,0 days 00:01:43.834000,,
20,9,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 2,kevin_magnussen,MAG,Danish,haas,American,12.0,9,,0 days 00:01:43.977000,,
27,10,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 2,hulkenberg,HUL,German,renault,French,11.0,10,,0 days 00:01:44.091000,,
5,11,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 2,vettel,VET,German,ferrari,Italian,11.0,11,,0 days 00:01:44.127000,,
11,12,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 2,perez,PER,Mexican,force_india,Indian,11.0,12,,0 days 00:01:44.142000,,
8,13,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 2,grosjean,GRO,French,haas,American,11.0,13,,0 days 00:01:44.425000,,
18,14,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 2,stroll,STR,Canadian,williams,British,16.0,14,,0 days 00:01:44.459000,,
10,15,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 2,gasly,GAS,French,toro_rosso,Italian,16.0,15,,0 days 00:01:44.712000,,
16,16,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 2,leclerc,LEC,Monegasque,sauber,Swiss,11.0,16,,0 days 00:01:44.940000,,
35,17,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 2,sirotkin,SIR,Russian,williams,British,13.0,17,,0 days 00:01:45.007000,,
28,18,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 2,brendon_hartley,HAR,New Zealander,toro_rosso,Italian,12.0,18,,0 days 00:01:45.051000,,
2,19,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 2,vandoorne,VAN,Belgian,mclaren,British,6.0,19,,0 days 00:01:45.288000,,
9,20,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 2,ericsson,ERI,Swedish,sauber,Swiss,6.0,20,,0 days 00:01:46.042000,,
5,1,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 3,vettel,VET,German,ferrari,Italian,12.0,1,,0 days 00:01:43.091000,,
44,2,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 3,hamilton,HAM,British,mercedes,German,13.0,2,,0 days 00:01:43.452000,,
7,3,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 3,raikkonen,RAI,Finnish,ferrari,Italian,10.0,3,,0 days 00:01:43.493000,,
33,4,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 3,max_verstappen,VER,Dutch,red_bull,Austrian,16.0,4,,0 days 00:01:43.519000,,
77,5,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 3,bottas,BOT,Finnish,mercedes,German,13.0,5,,0 days 00:01:43.569000,,
11,6,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 3,perez,PER,Mexican,force_india,Indian,6.0,6,,0 days 00:01:43.936000,,
20,7,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 3,kevin_magnussen,MAG,Danish,haas,American,10.0,7,,0 days 00:01:43.958000,,
18,8,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 3,stroll,STR,Canadian,williams,British,2.0,8,,0 days 00:01:44.123000,,
31,9,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 3,ocon,OCO,French,force_india,Indian,6.0,9,,0 days 00:01:44.220000,,
35,10,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 3,sirotkin,SIR,Russian,williams,British,4.0,10,,0 days 00:01:44.534000,,
14,11,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 3,alonso,ALO,Spanish,mclaren,British,6.0,11,,0 days 00:01:44.763000,,
3,12,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 3,ricciardo,RIC,Australian,red_bull,Austrian,4.0,12,,0 days 00:01:44.861000,,
10,13,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 3,gasly,GAS,French,toro_rosso,Italian,15.0,13,,0 days 00:01:44.905000,,
16,14,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 3,leclerc,LEC,Monegasque,sauber,Swiss,9.0,14,,0 days 00:01:45.218000,,
8,15,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 3,grosjean,GRO,French,haas,American,8.0,15,,0 days 00:01:45.261000,,
55,16,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 3,sainz,SAI,Spanish,renault,French,9.0,16,,0 days 00:01:45.432000,,
27,17,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 3,hulkenberg,HUL,German,renault,French,10.0,17,,0 days 00:01:45.456000,,
2,18,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 3,vandoorne,VAN,Belgian,mclaren,British,12.0,18,,0 days 00:01:45.505000,,
9,19,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 3,ericsson,ERI,Swedish,sauber,Swiss,14.0,19,,0 days 00:01:45.910000,,
28,20,,,,,,,,,2018,Azerbaijan Grand Prix,4,Practice 3,brendon_hartley,HAR,New Zealander,toro_rosso,Italian,7.0,20,,0 days 00:01:46.186000,,
5,1,1:42.762,1:43.015,1:41.498,,,,,,2018,Azerbaijan Grand Prix,4,Qualifying,vettel,VET,German,ferrari,Italian,,,,1:41.498,,
44,2,1:42.693,1:42.676,1:41.677,,,,,,2018,Azerbaijan Grand Prix,4,Qualifying,hamilton,HAM,British,mercedes,German,,,,1:41.677,,
77,3,1:43.355,1:42.679,1:41.837,,,,,,2018,Azerbaijan Grand Prix,4,Qualifying,bottas,BOT,Finnish,mercedes,German,,,,1:41.837,,
3,4,1:42.857,1:43.482,1:41.911,,,,,,2018,Azerbaijan Grand Prix,4,Qualifying,ricciardo,RIC,Australian,red_bull,Austrian,,,,1:41.911,,
33,5,1:42.642,1:42.901,1:41.994,,,,,,2018,Azerbaijan Grand Prix,4,Qualifying,max_verstappen,VER,Dutch,red_bull,Austrian,,,,1:41.994,,
7,6,1:42.538,1:42.510,1:42.490,,,,,,2018,Azerbaijan Grand Prix,4,Qualifying,raikkonen,RAI,Finnish,ferrari,Italian,,,,1:42.490,,
31,7,1:43.021,1:42.967,1:42.523,,,,,,2018,Azerbaijan Grand Prix,4,Qualifying,ocon,OCO,French,force_india,Indian,,,,1:42.523,,
11,8,1:43.992,1:43.366,1:42.547,,,,,,2018,Azerbaijan Grand Prix,4,Qualifying,perez,PER,Mexican,force_india,Indian,,,,1:42.547,,
27,9,1:43.746,1:43.232,1:43.066,,,,,,2018,Azerbaijan Grand Prix,4,Qualifying,hulkenberg,HUL,German,renault,French,,,,1:43.066,,
55,10,1:43.426,1:43.464,1:43.351,,,,,,2018,Azerbaijan Grand Prix,4,Qualifying,sainz,SAI,Spanish,renault,French,,,,1:43.351,,
18,11,1:44.359,1:43.585,,,,,,,2018,Azerbaijan Grand Prix,4,Qualifying,stroll,STR,Canadian,williams,British,,,,1:43.585,,
35,12,1:44.261,1:43.886,,,,,,,2018,Azerbaijan Grand Prix,4,Qualifying,sirotkin,SIR,Russian,williams,British,,,,1:43.886,,
14,13,1:44.010,1:44.019,,,,,,,2018,Azerbaijan Grand Prix,4,Qualifying,alonso,ALO,Spanish,mclaren,British,,,,1:44.019,,
16,14,1:43.752,1:44.074,,,,,,,2018,Azerbaijan Grand Prix,4,Qualifying,leclerc,LEC,Monegasque,sauber,Swiss,,,,1:44.074,,
20,15,1:43.674,1:44.759,,,,,,,2018,Azerbaijan Grand Prix,4,Qualifying,kevin_magnussen,MAG,Danish,haas,American,,,,1:44.759,,
2,16,1:44.489,,,,,,,,2018,Azerbaijan Grand Prix,4,Qualifying,vandoorne,VAN,Belgian,mclaren,British,,,,1:44.489,,
10,17,1:44.496,,,,,,,,2018,Azerbaijan Grand Prix,4,Qualifying,gasly,GAS,French,toro_rosso,Italian,,,,1:44.496,,
9,18,1:45.541,,,,,,,,2018,Azerbaijan Grand Prix,4,Qualifying,ericsson,ERI,Swedish,sauber,Swiss,,,,1:45.541,,
28,19,1:57.354,,,,,,,,2018,Azerbaijan Grand Prix,4,Qualifying,brendon_hartley,HAR,New Zealander,toro_rosso,Italian,,,,1:57.354,,
8,20,,,,,,,,,2018,Azerbaijan Grand Prix,4,Qualifying,grosjean,GRO,French,haas,American,,,,,,
44,1,,,,1,25,2,51,Finished,2018,Azerbaijan Grand Prix,4,Race,hamilton,HAM,British,mercedes,German,35,2,205.012,1:45.412,6224291,1:43:44.291
7,2,,,,2,18,6,51,Finished,2018,Azerbaijan Grand Prix,4,Race,raikkonen,RAI,Finnish,ferrari,Italian,50,7,202.874,1:46.523,6226751,+2.460
11,3,,,,3,15,8,51,Finished,2018,Azerbaijan Grand Prix,4,Race,perez,PER,Mexican,force_india,Indian,51,6,203.480,1:46.206,6228315,+4.024
5,4,,,,4,12,1,51,Finished,2018,Azerbaijan Grand Prix,4,Race,vettel,VET,German,ferrari,Italian,38,4,204.783,1:45.530,6229620,+5.329
55,5,,,,5,10,9,51,Finished,2018,Azerbaijan Grand Prix,4,Race,sainz,SAI,Spanish,renault,French,50,9,202.242,1:46.856,6231806,+7.515
16,6,,,,6,8,13,51,Finished,2018,Azerbaijan Grand Prix,4,Race,leclerc,LEC,Monegasque,sauber,Swiss,31,11,201.212,1:47.403,6233449,+9.158
14,7,,,,7,6,12,51,Finished,2018,Azerbaijan Grand Prix,4,Race,alonso,ALO,Spanish,mclaren,British,32,12,201.126,1:47.449,6235222,+10.931
18,8,,,,8,4,10,51,Finished,2018,Azerbaijan Grand Prix,4,Race,stroll,STR,Canadian,williams,British,50,8,202.319,1:46.815,6236837,+12.546
2,9,,,,9,2,16,51,Finished,2018,Azerbaijan Grand Prix,4,Race,vandoorne,VAN,Belgian,mclaren,British,50,13,200.720,1:47.666,6238443,+14.152
28,10,,,,10,1,19,51,Finished,2018,Azerbaijan Grand Prix,4,Race,brendon_hartley,HAR,New Zealander,toro_rosso,Italian,51,17,199.567,1:48.288,6242321,+18.030
9,11,,,,11,0,18,51,Finished,2018,Azerbaijan Grand Prix,4,Race,ericsson,ERI,Swedish,sauber,Swiss,51,14,200.239,1:47.925,6242803,+18.512
